,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
0,BUENOS AIRES_25 DE MAYO,"25 De Mayo, Buenos Aires",JUNTOS POR EL CAMBIO,1.46,4.41,32.17,29.9,32.05,351,1058,7709,7166,7681,79.0,31754,25085,3.69,0.18,0.6,925,45
1,BUENOS AIRES_9 DE JULIO,"9 De Julio, Buenos Aires",JUNTOS POR EL CAMBIO,2.19,5.33,33.97,31.07,27.44,720,1753,11177,10223,9028,78.38,43208,33867,2.2,0.03,0.62,746,10
2,BUENOS AIRES_ADOLFO ALSINA,"Adolfo Alsina, Buenos Aires",JUNTOS POR EL CAMBIO,1.65,5.86,33.5,33.46,25.53,169,599,3426,3422,2611,73.49,14505,10660,3.39,0.2,0.48,361,21
3,BUENOS AIRES_ADOLFO GONZALES CHAVES,"Adolfo Gonzales Chaves, Buenos Aires",UNION POR LA PATRIA,1.53,5.62,24.81,29.66,38.38,119,438,1934,2312,2991,76.65,10861,8325,5.3,0.22,0.86,441,18
4,BUENOS AIRES_ALBERTI,"Alberti, Buenos Aires",UNION POR LA PATRIA,1.61,4.66,29.7,28.54,35.49,123,356,2268,2179,2710,82.21,9648,7932,3.68,0.04,0.01,292,3
5,BUENOS AIRES_ALMIRANTE BROWN,"Almirante Brown, Buenos Aires",UNION POR LA PATRIA,4.42,3.55,18.36,23.11,50.55,15165,12191,63045,79349,173547,77.96,455602,355170,2.48,0.1,0.76,8821,343
6,BUENOS AIRES_ARRECIFES,"Arrecifes, Buenos Aires",UNION POR LA PATRIA,1.29,5.49,27.28,30.18,35.76,252,1073,5334,5902,6993,78.37,25892,20291,3.17,0.08,0.38,643,16
7,BUENOS AIRES_AVELLANEDA,"Avellaneda, Buenos Aires",UNION POR LA PATRIA,3.73,2.92,23.89,20.43,49.03,8370,6563,53651,45868,110106,78.56,294188,231114,2.21,0.16,0.47,5110,359
8,BUENOS AIRES_AYACUCHO,"Ayacucho, Buenos Aires",UNION POR LA PATRIA,2.22,6.49,31.8,27.09,32.39,297,868,4253,3623,4332,76.84,18436,14166,4.77,0.3,0.53,676,42
9,BUENOS AIRES_AZUL,"Azul, Buenos Aires",UNION POR LA PATRIA,2.55,6.54,27.16,30.45,33.31,1095,2807,11662,13076,14306,76.43,58570,44765,2.94,0.09,1.04,1316,39
10,BUENOS AIRES_BAHIA BLANCA,"Bahia Blanca, Buenos Aires",LA LIBERTAD AVANZA,3.99,4.47,29.93,32.97,28.63,7387,8270,55366,60996,52967,76.86,250524,192557,2.72,0.17,1.04,5242,321
11,BUENOS AIRES_BALCARCE,"Balcarce, Buenos Aires",LA LIBERTAD AVANZA,1.89,6.38,32.81,33.18,25.74,575,1942,9986,10100,7835,77.11,41068,31666,3.12,0.08,0.68,987,26
12,BUENOS AIRES_BARADERO,"Baradero, Buenos Aires",UNION POR LA PATRIA,1.97,5.35,19.88,27.06,45.74,453,1232,4576,6227,10528,77.78,31024,24131,3.64,0.21,0.77,879,51
13,BUENOS AIRES_BENITO JUAREZ,"Benito Juarez, Buenos Aires",UNION POR LA PATRIA,2.33,5.88,21.21,28.7,41.88,304,768,2770,3749,5471,79.67,17943,14296,7.96,0.15,0.52,1138,21
14,BUENOS AIRES_BERAZATEGUI,"Berazategui, Buenos Aires",UNION POR LA PATRIA,4.39,3.42,18.42,25.54,48.23,9382,7307,39351,54563,103047,80.79,273353,220842,2.59,0.16,0.52,5709,343
15,BUENOS AIRES_BERISSO,"Berisso, Buenos Aires",UNION POR LA PATRIA,3.71,3.26,21.9,22.93,48.2,2306,2028,13605,14244,29945,78.56,82044,64455,3.14,0.14,0.33,2022,93
16,BUENOS AIRES_BOLIVAR,"Bolivar, Buenos Aires",JUNTOS POR EL CAMBIO,1.91,4.32,32.5,28.83,32.44,461,1041,7832,6948,7817,79.81,31288,24970,2.79,0.19,0.51,696,48
17,BUENOS AIRES_BRAGADO,"Bragado, Buenos Aires",UNION POR LA PATRIA,1.62,5.83,29.96,28.13,34.46,450,1622,8341,7832,9593,77.66,37350,29006,3.19,0.12,0.72,926,34
18,BUENOS AIRES_BRANDSEN,"Brandsen, Buenos Aires",UNION POR LA PATRIA,1.88,4.52,28.03,28.57,37.0,387,931,5778,5890,7628,81.27,26459,21502,3.31,0.24,0.59,711,51
19,BUENOS AIRES_CAMPANA,"Campana, Buenos Aires",UNION POR LA PATRIA,3.23,3.37,30.38,26.37,36.65,2106,2199,19820,17199,23910,78.42,86701,67994,3.37,0.08,0.61,2291,51
20,BUENOS AIRES_CAPITAN SARMIENTO,"Capitan Sarmiento, Buenos Aires",LA LIBERTAD AVANZA,1.66,6.67,32.35,32.91,26.41,175,703,3408,3467,2783,81.01,13562,10986,3.75,0.04,0.31,412,4
21,BUENOS AIRES_CARLOS CASARES,"Carlos Casares, Buenos Aires",LA LIBERTAD AVANZA,2.0,5.02,27.3,34.41,31.28,303,761,4143,5221,4746,78.86,20142,15884,3.74,0.6,0.13,594,95
22,BUENOS AIRES_CARLOS TEJEDOR,"Carlos Tejedor, Buenos Aires",UNION POR LA PATRIA,1.79,4.2,30.67,22.11,41.22,148,347,2531,1825,3402,85.63,10189,8725,5.07,0.15,0.19,442,13
23,BUENOS AIRES_CARMEN DE ARECO,"Carmen De Areco, Buenos Aires",UNION POR LA PATRIA,1.23,5.34,25.44,30.45,37.54,133,576,2745,3285,4050,81.95,13815,11322,4.62,0.03,0.06,523,3
24,BUENOS AIRES_CASTELLI,"Castelli, Buenos Aires",UNION POR LA PATRIA,1.38,3.85,28.15,25.14,41.47,86,241,1760,1572,2593,81.98,7934,6504,3.15,0.15,0.57,205,10
25,BUENOS AIRES_CAÑUELAS,"Cañuelas, Buenos Aires",UNION POR LA PATRIA,3.48,3.77,21.09,28.47,43.19,1323,1431,8013,10819,16412,76.44,51303,39217,2.33,0.27,0.51,913,106
26,BUENOS AIRES_CHACABUCO,"Chacabuco, Buenos Aires",UNION POR LA PATRIA,2.22,5.82,23.58,29.57,38.81,765,2007,8128,10193,13379,82.36,43221,35596,2.3,0.18,0.68,818,63
27,BUENOS AIRES_CHASCOMUS,"Chascomus, Buenos Aires",JUNTOS POR EL CAMBIO,2.26,5.71,33.11,27.13,31.79,595,1503,8714,7139,8367,78.08,35319,27578,4.2,0.15,0.23,1157,40
28,BUENOS AIRES_CHIVILCOY,"Chivilcoy, Buenos Aires",UNION POR LA PATRIA,1.71,13.02,22.85,27.62,34.81,780,5925,10400,12573,15845,79.53,60456,48079,4.68,0.18,0.46,2252,85
29,BUENOS AIRES_COLON,"Colon, Buenos Aires",UNION POR LA PATRIA,1.83,7.18,24.6,25.82,40.58,307,1207,4138,4343,6826,79.02,22210,17551,3.66,0.13,0.37,642,23
30,BUENOS AIRES_CORONEL DE MARINA LEONARDO ROSALES,"Coronel De Marina Leonardo Rosales, Buenos Aires",LA LIBERTAD AVANZA,2.39,4.4,32.38,40.68,20.14,890,1637,12037,15121,7485,78.37,49249,38597,2.91,0.07,0.72,1122,28
31,BUENOS AIRES_CORONEL DORREGO,"Coronel Dorrego, Buenos Aires",JUNTOS POR EL CAMBIO,1.65,3.97,35.71,29.85,28.81,174,418,3755,3139,3030,79.51,13921,11069,4.08,0.37,0.54,452,41
32,BUENOS AIRES_CORONEL PRINGLES,"Coronel Pringles, Buenos Aires",LA LIBERTAD AVANZA,2.68,4.57,32.45,35.35,24.95,380,647,4597,5007,3534,72.37,20570,14886,3.74,0.25,0.85,557,37
33,BUENOS AIRES_CORONEL SUAREZ,"Coronel Suarez, Buenos Aires",LA LIBERTAD AVANZA,2.81,8.2,28.0,33.3,27.69,720,2100,7173,8533,7095,76.66,35074,26888,3.19,0.33,1.2,857,88
34,BUENOS AIRES_DAIREAUX,"Daireaux, Buenos Aires",UNION POR LA PATRIA,1.34,3.25,31.39,31.34,32.68,154,375,3619,3614,3768,79.27,15253,12091,4.02,0.22,0.4,486,27
35,BUENOS AIRES_DOLORES,"Dolores, Buenos Aires",JUNTOS POR EL CAMBIO,1.14,3.29,35.83,27.13,32.6,228,657,7151,5415,6506,82.17,25510,20961,3.9,0.19,0.7,817,40
36,BUENOS AIRES_ENSENADA,"Ensenada, Buenos Aires",UNION POR LA PATRIA,3.68,2.46,17.33,21.37,55.16,1629,1088,7665,9447,24388,78.66,58157,45748,2.8,0.28,0.26,1281,129
37,BUENOS AIRES_ESCOBAR,"Escobar, Buenos Aires",UNION POR LA PATRIA,3.55,3.64,20.0,30.15,42.66,5274,5403,29676,44742,63308,78.2,196873,153953,2.89,0.17,0.54,4448,269
38,BUENOS AIRES_ESTEBAN ECHEVERRIA,"Esteban Echeverria, Buenos Aires",UNION POR LA PATRIA,4.2,3.53,19.45,27.22,45.61,7584,6367,35116,49147,82369,78.2,239651,187400,2.74,0.13,0.77,5133,236
39,BUENOS AIRES_EXALTACION DE LA CRUZ,"Exaltacion De La Cruz, Buenos Aires",UNION POR LA PATRIA,2.32,4.69,25.6,33.24,34.15,569,1149,6269,8142,8363,78.58,32428,25483,2.77,0.44,0.67,707,112
40,BUENOS AIRES_EZEIZA,"Ezeiza, Buenos Aires",UNION POR LA PATRIA,3.72,3.04,16.29,29.88,47.08,4084,3339,17902,32832,51731,80.04,142896,114369,3.42,0.07,0.43,3916,75
41,BUENOS AIRES_FLORENCIO VARELA,"Florencio Varela, Buenos Aires",UNION POR LA PATRIA,4.11,2.97,12.68,24.23,56.01,10133,7330,31242,59727,138034,76.51,335691,256830,3.57,0.07,0.4,9167,167
42,BUENOS AIRES_FLORENTINO AMEGHINO,"Florentino Ameghino, Buenos Aires",JUNTOS POR EL CAMBIO,1.17,2.44,34.9,26.62,34.87,73,153,2186,1667,2184,79.42,8150,6473,2.46,0.23,0.56,159,15
43,BUENOS AIRES_GENERAL ALVARADO,"General Alvarado, Buenos Aires",UNION POR LA PATRIA,2.69,3.55,29.67,27.52,36.56,773,1020,8514,7897,10489,77.26,38644,29855,3.02,0.3,0.57,903,89
44,BUENOS AIRES_GENERAL ALVEAR,"General Alvear, Buenos Aires",JUNTOS POR EL CAMBIO,0.73,3.39,35.85,27.95,32.08,50,233,2461,1919,2202,79.8,8985,7170,3.89,0.24,0.13,279,17
45,BUENOS AIRES_GENERAL ARENALES,"General Arenales, Buenos Aires",JUNTOS POR EL CAMBIO,1.02,4.39,33.69,32.52,28.39,118,510,3912,3776,3297,78.66,15317,12049,3.2,0.14,0.27,386,17
46,BUENOS AIRES_GENERAL BELGRANO,"General Belgrano, Buenos Aires",JUNTOS POR EL CAMBIO,1.65,4.27,35.24,26.24,32.6,211,546,4507,3356,4169,79.43,16769,13319,3.53,0.19,0.26,470,25
47,BUENOS AIRES_GENERAL GUIDO,"General Guido, Buenos Aires",UNION POR LA PATRIA,1.08,3.79,33.36,18.12,43.64,24,84,740,402,968,81.83,2900,2373,5.9,0.46,0.17,140,11
48,BUENOS AIRES_GENERAL JUAN MADARIAGA,"General Juan Madariaga, Buenos Aires",JUNTOS POR EL CAMBIO,2.9,5.1,33.22,30.42,28.37,402,707,4604,4216,3932,75.21,19419,14605,4.72,0.16,0.21,690,24
49,BUENOS AIRES_GENERAL LA MADRID,"General La Madrid, Buenos Aires",JUNTOS POR EL CAMBIO,1.68,4.18,32.56,31.94,29.64,113,282,2195,2153,1998,73.52,9835,7231,4.8,0.47,1.51,347,34
50,BUENOS AIRES_GENERAL LAS HERAS,"General Las Heras, Buenos Aires",UNION POR LA PATRIA,2.46,4.2,26.14,25.23,41.97,275,470,2924,2822,4694,81.81,14193,11611,3.13,0.1,0.43,364,12
51,BUENOS AIRES_GENERAL LAVALLE,"General Lavalle, Buenos Aires",JUNTOS POR EL CAMBIO,1.34,2.73,35.57,27.32,33.03,50,102,1328,1020,1233,74.87,5154,3859,2.51,0.16,0.6,97,6
52,BUENOS AIRES_GENERAL PAZ,"General Paz, Buenos Aires",UNION POR LA PATRIA,1.63,2.68,26.57,28.36,40.76,149,245,2429,2593,3726,81.62,11676,9530,3.6,0.24,0.23,343,23
53,BUENOS AIRES_GENERAL PINTO,"General Pinto, Buenos Aires",UNION POR LA PATRIA,1.48,3.12,29.2,26.61,39.6,121,256,2395,2183,3248,83.59,10240,8560,3.5,0.09,0.57,300,8
54,BUENOS AIRES_GENERAL PUEYRREDON,"General Pueyrredon, Buenos Aires",UNION POR LA PATRIA,3.66,4.01,29.88,27.85,34.6,14925,16320,121752,113464,140990,74.26,569289,422740,2.38,0.13,1.1,10077,553
55,BUENOS AIRES_GENERAL RODRIGUEZ,"General Rodriguez, Buenos Aires",UNION POR LA PATRIA,3.2,2.95,18.63,28.69,46.53,2153,1985,12543,19316,31331,75.68,92628,70100,3.44,0.06,0.46,2411,42
56,BUENOS AIRES_GENERAL SAN MARTIN,"General San Martin, Buenos Aires",UNION POR LA PATRIA,3.94,3.32,24.34,24.47,43.92,10200,8584,62941,63294,113590,75.55,351839,265803,1.88,0.13,0.7,4989,357
57,BUENOS AIRES_GENERAL VIAMONTE,"General Viamonte, Buenos Aires",UNION POR LA PATRIA,1.64,4.38,31.08,26.37,36.53,204,545,3871,3284,4549,81.37,15887,12928,3.22,0.19,0.27,416,24
58,BUENOS AIRES_GENERAL VILLEGAS,"General Villegas, Buenos Aires",LA LIBERTAD AVANZA,0.93,7.71,31.19,36.31,23.86,172,1427,5773,6720,4417,76.54,25583,19582,4.72,0.13,0.62,925,26
59,BUENOS AIRES_GUAMINI,"Guamini, Buenos Aires",UNION POR LA PATRIA,1.49,3.45,30.14,27.6,37.33,113,262,2292,2099,2839,78.46,10099,7924,3.77,0.2,0.05,299,16
60,BUENOS AIRES_HIPOLITO YRIGOYEN,"Hipolito Yrigoyen, Buenos Aires",UNION POR LA PATRIA,1.45,4.36,30.65,29.21,34.34,88,265,1865,1777,2089,76.99,8246,6349,3.34,0.25,0.58,212,16
61,BUENOS AIRES_HURLINGHAM,"Hurlingham, Buenos Aires",UNION POR LA PATRIA,4.14,3.26,22.65,24.37,45.59,4978,3920,27228,29293,54804,78.21,157924,123514,1.69,0.19,0.79,2082,233
62,BUENOS AIRES_ITUZAINGO,"Ituzaingo, Buenos Aires",UNION POR LA PATRIA,4.11,3.66,25.79,22.95,43.49,4688,4168,29404,26170,49586,78.95,148066,116896,1.75,0.16,0.55,2050,187
63,BUENOS AIRES_JOSE C. PAZ,"Jose C. Paz, Buenos Aires",UNION POR LA PATRIA,4.18,3.01,14.33,24.98,53.49,7221,5206,24765,43166,92431,78.19,230026,179864,3.26,0.11,0.56,5868,199
64,BUENOS AIRES_JUNIN,"Junin, Buenos Aires",UNION POR LA PATRIA,2.25,6.29,29.29,27.22,34.95,1412,3942,18367,17067,21918,78.9,82066,64749,2.43,0.07,0.65,1576,46
65,BUENOS AIRES_LA COSTA,"La Costa, Buenos Aires",UNION POR LA PATRIA,3.63,4.86,26.1,30.75,34.65,2058,2758,14798,17435,19645,73.72,79454,58575,2.43,0.19,0.59,1422,114
66,BUENOS AIRES_LA MATANZA,"La Matanza, Buenos Aires",UNION POR LA PATRIA,4.42,3.21,16.6,22.56,53.22,35022,25429,131684,178951,422105,78.3,1046923,819709,2.6,0.09,0.55,21273,768
67,BUENOS AIRES_LA PLATA,"La Plata, Buenos Aires",UNION POR LA PATRIA,3.92,3.34,30.15,22.69,39.91,16797,14317,129295,97324,171174,77.76,567583,441362,1.97,0.16,0.69,8685,726
68,BUENOS AIRES_LANUS,"Lanus, Buenos Aires",UNION POR LA PATRIA,4.07,3.08,26.4,20.32,46.14,11609,8784,75390,58031,131751,77.92,377013,293759,2.19,0.12,0.48,6431,346
69,BUENOS AIRES_LAPRIDA,"Laprida, Buenos Aires",UNION POR LA PATRIA,1.51,3.06,28.55,27.27,39.62,113,230,2143,2047,2974,79.74,9883,7881,4.01,0.19,0.55,316,15
70,BUENOS AIRES_LAS FLORES,"Las Flores, Buenos Aires",UNION POR LA PATRIA,2.45,5.64,27.27,29.31,35.34,407,938,4539,4878,5881,77.87,22431,17466,3.93,0.27,0.5,687,48
71,BUENOS AIRES_LEANDRO N. ALEM,"Leandro N. Alem, Buenos Aires",UNION POR LA PATRIA,1.35,4.62,26.51,29.89,37.62,160,547,3136,3536,4450,81.64,15122,12345,3.48,0.14,0.57,429,17
72,BUENOS AIRES_LEZAMA,"Lezama, Buenos Aires",JUNTOS POR EL CAMBIO,1.78,4.17,36.37,27.12,30.57,70,164,1431,1067,1203,83.54,4965,4148,4.68,0.1,0.36,194,4
73,BUENOS AIRES_LINCOLN,"Lincoln, Buenos Aires",JUNTOS POR EL CAMBIO,1.94,5.13,34.02,28.72,30.19,558,1477,9790,8263,8687,77.57,38491,29858,3.05,0.24,0.34,910,71
74,BUENOS AIRES_LOBERIA,"Loberia, Buenos Aires",UNION POR LA PATRIA,1.63,4.57,30.54,29.64,33.62,176,495,3306,3209,3640,76.23,14925,11378,3.68,0.25,0.92,419,28
75,BUENOS AIRES_LOBOS,"Lobos, Buenos Aires",JUNTOS POR EL CAMBIO,2.01,5.53,34.13,28.38,29.96,494,1356,8375,6963,7351,77.38,33027,25555,3.62,0.1,0.25,925,26
76,BUENOS AIRES_LOMAS DE ZAMORA,"Lomas De Zamora, Buenos Aires",UNION POR LA PATRIA,3.98,3.03,21.49,21.71,49.79,15635,11925,84525,85401,195846,78.97,513328,405353,2.13,0.12,0.72,8654,467
77,BUENOS AIRES_LUJAN,"Lujan, Buenos Aires",UNION POR LA PATRIA,3.17,3.63,28.03,27.82,37.35,2254,2580,19909,19762,26535,76.93,95660,73591,2.76,0.05,0.66,2030,36
78,BUENOS AIRES_MAGDALENA,"Magdalena, Buenos Aires",JUNTOS POR EL CAMBIO,2.16,3.76,33.57,27.69,32.8,227,395,3523,2906,3442,70.59,15785,11143,5.32,0.41,0.1,593,46
79,BUENOS AIRES_MAIPU,"Maipu, Buenos Aires",JUNTOS POR EL CAMBIO,1.48,2.88,38.76,23.45,33.43,122,237,3188,1929,2750,83.63,10239,8563,3.29,0.19,0.46,282,16
80,BUENOS AIRES_MALVINAS ARGENTINAS,"Malvinas Argentinas, Buenos Aires",UNION POR LA PATRIA,4.19,3.08,16.15,26.0,50.58,9019,6633,34784,56008,108950,79.29,279614,221705,2.24,0.14,0.47,4977,302
81,BUENOS AIRES_MAR CHIQUITA,"Mar Chiquita, Buenos Aires",UNION POR LA PATRIA,2.98,3.66,25.37,28.31,39.68,687,844,5845,6524,9142,75.76,31556,23906,2.98,0.15,0.49,713,35
82,BUENOS AIRES_MARCOS PAZ,"Marcos Paz, Buenos Aires",UNION POR LA PATRIA,2.76,3.67,17.35,24.52,51.69,1009,1341,6340,8959,18885,78.83,48671,38365,4.09,0.07,0.62,1569,26
83,BUENOS AIRES_MERCEDES,"Mercedes, Buenos Aires",UNION POR LA PATRIA,2.88,3.42,30.25,28.53,34.91,1309,1552,13725,12947,15840,80.38,58248,46817,2.37,0.07,0.65,1108,31
84,BUENOS AIRES_MERLO,"Merlo, Buenos Aires",UNION POR LA PATRIA,4.36,3.12,15.74,24.4,52.38,13432,9629,48504,75188,161408,75.14,426417,320404,3.16,0.12,0.55,10109,369
85,BUENOS AIRES_MONTE,"Monte, Buenos Aires",UNION POR LA PATRIA,2.05,4.96,32.38,27.96,32.65,307,742,4842,4181,4882,77.4,20235,15661,3.82,0.17,0.52,599,26
86,BUENOS AIRES_MONTE HERMOSO,"Monte Hermoso, Buenos Aires",UNION POR LA PATRIA,2.23,3.7,22.38,29.49,42.21,141,234,1417,1867,2672,70.54,9312,6569,2.89,0.2,0.53,190,13
87,BUENOS AIRES_MORENO,"Moreno, Buenos Aires",UNION POR LA PATRIA,4.07,3.05,14.53,25.79,52.55,10816,8105,38583,68498,139547,75.81,362779,275017,2.86,0.09,0.49,7876,255
88,BUENOS AIRES_MORON,"Moron, Buenos Aires",UNION POR LA PATRIA,4.12,3.73,29.15,22.61,40.39,8744,7912,61878,48000,85720,78.21,277895,217328,1.54,0.13,0.67,3337,275
89,BUENOS AIRES_NAVARRO,"Navarro, Buenos Aires",UNION POR LA PATRIA,0.93,4.08,30.76,31.91,32.31,112,489,3686,3824,3872,81.56,15670,12780,5.34,0.22,0.67,683,28
90,BUENOS AIRES_NECOCHEA,"Necochea, Buenos Aires",LA LIBERTAD AVANZA,2.79,5.55,29.92,33.07,28.66,1691,3362,18124,20030,17361,74.07,86795,64290,5.0,0.11,0.68,3212,70
91,BUENOS AIRES_OLAVARRIA,"Olavarria, Buenos Aires",UNION POR LA PATRIA,3.11,6.58,25.73,31.73,32.85,2284,4834,18903,23314,24134,77.42,98239,76057,2.48,0.1,0.82,1890,75
92,BUENOS AIRES_PATAGONES,"Patagones, Buenos Aires",UNION POR LA PATRIA,2.31,4.4,27.12,31.56,34.6,485,922,5685,6616,7253,75.79,28615,21687,2.45,0.16,0.73,532,35
93,BUENOS AIRES_PEHUAJO,"Pehuajo, Buenos Aires",UNION POR LA PATRIA,1.97,4.72,28.94,28.66,35.7,534,1276,7828,7752,9655,78.83,36023,28398,3.73,0.21,0.82,1060,61
94,BUENOS AIRES_PELLEGRINI,"Pellegrini, Buenos Aires",JUNTOS POR EL CAMBIO,0.91,3.58,35.12,32.71,27.68,39,154,1510,1406,1190,86.04,5273,4537,4.47,0.18,0.6,203,8
95,BUENOS AIRES_PERGAMINO,"Pergamino, Buenos Aires",JUNTOS POR EL CAMBIO,1.96,6.12,31.79,30.71,29.42,1352,4220,21934,21187,20299,77.63,91853,71307,2.36,0.05,0.84,1682,34
96,BUENOS AIRES_PILA,"Pila, Buenos Aires",UNION POR LA PATRIA,1.12,3.95,24.93,30.8,39.2,31,109,688,850,1082,80.82,3618,2924,4.82,0.31,0.48,141,9
97,BUENOS AIRES_PILAR,"Pilar, Buenos Aires",UNION POR LA PATRIA,3.16,3.17,20.53,29.87,43.27,6617,6631,42954,62486,90537,78.55,274982,215990,2.37,0.14,0.62,5124,303
