,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
98,BUENOS AIRES_PINAMAR,"Pinamar, Buenos Aires",LA LIBERTAD AVANZA,2.61,4.08,28.27,36.25,28.78,551,862,5968,7653,6076,71.9,30263,21758,2.04,0.2,0.74,444,43
99,BUENOS AIRES_PRESIDENTE PERON,"Presidente Peron, Buenos Aires",UNION POR LA PATRIA,3.97,3.03,13.26,26.3,53.44,2037,1555,6803,13499,27430,76.06,70942,53959,3.95,0.07,0.87,2131,37
100,BUENOS AIRES_PUAN,"Puan, Buenos Aires",JUNTOS POR EL CAMBIO,1.93,6.44,36.39,33.84,21.41,201,671,3794,3528,2232,75.37,14365,10827,2.57,0.31,0.82,278,34
101,BUENOS AIRES_PUNTA INDIO,"Punta Indio, Buenos Aires",UNION POR LA PATRIA,2.63,4.15,29.3,28.2,35.72,190,300,2116,2037,2580,73.76,10168,7500,2.97,0.12,0.6,223,9
102,BUENOS AIRES_QUILMES,"Quilmes, Buenos Aires",UNION POR LA PATRIA,3.61,2.76,22.84,22.3,48.49,13171,10075,83457,81488,177161,79.04,476503,376643,2.48,0.13,0.39,9323,485
103,BUENOS AIRES_RAMALLO,"Ramallo, Buenos Aires",UNION POR LA PATRIA,1.66,4.96,26.44,27.98,38.97,391,1168,6229,6592,9182,79.59,30967,24648,4.06,0.02,0.33,1000,5
104,BUENOS AIRES_RAUCH,"Rauch, Buenos Aires",UNION POR LA PATRIA,1.76,5.82,28.8,25.85,37.77,187,619,3061,2748,4015,80.03,14054,11247,5.15,0.22,0.12,579,25
105,BUENOS AIRES_RIVADAVIA,"Rivadavia, Buenos Aires",LA LIBERTAD AVANZA,1.19,3.89,32.75,33.84,28.33,141,459,3867,3996,3346,85.22,14750,12570,5.77,0.12,0.17,725,15
106,BUENOS AIRES_ROJAS,"Rojas, Buenos Aires",JUNTOS POR EL CAMBIO,1.73,7.04,33.71,29.82,27.69,275,1121,5365,4745,4407,79.42,20993,16672,3.72,0.18,0.65,621,30
107,BUENOS AIRES_ROQUE PEREZ,"Roque Perez, Buenos Aires",JUNTOS POR EL CAMBIO,1.48,4.4,34.9,26.58,32.65,132,393,3120,2376,2919,81.94,11448,9381,3.97,0.16,0.58,372,15
108,BUENOS AIRES_SAAVEDRA,"Saavedra, Buenos Aires",LA LIBERTAD AVANZA,1.91,6.59,31.57,36.41,23.52,247,850,4072,4697,3034,75.45,18247,13767,5.22,0.11,0.97,719,15
109,BUENOS AIRES_SALADILLO,"Saladillo, Buenos Aires",LA LIBERTAD AVANZA,1.68,5.08,32.49,32.64,28.11,368,1112,7113,7145,6153,78.65,29207,22971,3.32,0.2,1.19,762,45
110,BUENOS AIRES_SALLIQUELO,"Salliquelo, Buenos Aires",UNION POR LA PATRIA,1.02,4.35,33.58,26.56,34.49,62,264,2038,1612,2093,81.1,7840,6358,3.93,0.19,0.42,250,12
111,BUENOS AIRES_SALTO,"Salto, Buenos Aires",UNION POR LA PATRIA,2.05,6.37,25.89,32.21,33.49,470,1463,5949,7403,7697,78.11,30385,23735,2.9,0.13,0.14,688,31
112,BUENOS AIRES_SAN ANDRES DE GILES,"San Andres De Giles, Buenos Aires",UNION POR LA PATRIA,1.78,6.03,26.82,30.75,34.62,281,952,4231,4851,5462,79.51,20756,16503,4.21,0.09,0.1,694,15
113,BUENOS AIRES_SAN ANTONIO DE ARECO,"San Antonio De Areco, Buenos Aires",JUNTOS POR EL CAMBIO,2.32,4.36,33.36,28.99,30.98,372,700,5359,4658,4977,79.63,20936,16672,2.82,0.16,0.65,470,27
114,BUENOS AIRES_SAN CAYETANO,"San Cayetano, Buenos Aires",JUNTOS POR EL CAMBIO,1.02,4.93,41.64,28.93,23.48,57,276,2330,1619,1314,78.61,7393,5812,3.11,0.29,0.31,181,17
115,BUENOS AIRES_SAN FERNANDO,"San Fernando, Buenos Aires",UNION POR LA PATRIA,3.43,2.9,25.11,24.88,43.69,3530,2989,25862,25623,45000,77.95,135499,105622,2.16,0.06,0.26,2277,67
116,BUENOS AIRES_SAN ISIDRO,"San Isidro, Buenos Aires",JUNTOS POR EL CAMBIO,3.03,3.23,41.76,23.89,28.1,6219,6626,85782,49062,57708,77.09,272358,209970,1.3,0.14,0.73,2740,296
117,BUENOS AIRES_SAN MIGUEL,"San Miguel, Buenos Aires",UNION POR LA PATRIA,3.81,2.97,26.59,25.99,40.64,7081,5514,49453,48338,75578,78.87,243451,192015,2.33,0.12,0.7,4471,238
118,BUENOS AIRES_SAN NICOLAS,"San Nicolas, Buenos Aires",UNION POR LA PATRIA,2.93,5.84,26.97,29.58,34.68,2801,5575,25752,28245,33112,77.7,127826,99325,3.36,0.04,0.47,3336,42
119,BUENOS AIRES_SAN PEDRO,"San Pedro, Buenos Aires",UNION POR LA PATRIA,1.81,6.78,24.15,32.22,35.05,742,2784,9916,13229,14392,79.2,54416,43097,3.97,0.23,0.52,1710,98
120,BUENOS AIRES_SAN VICENTE,"San Vicente, Buenos Aires",UNION POR LA PATRIA,2.86,3.02,17.07,26.05,50.99,1386,1464,8264,12616,24691,77.57,65322,50668,3.63,0.11,0.7,1837,55
121,BUENOS AIRES_SUIPACHA,"Suipacha, Buenos Aires",UNION POR LA PATRIA,1.32,2.97,30.82,26.62,38.28,104,234,2430,2099,3018,83.53,9847,8225,3.62,0.12,0.39,298,10
122,BUENOS AIRES_TANDIL,"Tandil, Buenos Aires",JUNTOS POR EL CAMBIO,2.9,7.05,30.23,30.06,29.76,2478,6019,25805,25659,25405,77.17,114728,88532,2.59,0.04,0.95,2296,33
123,BUENOS AIRES_TAPALQUE,"Tapalque, Buenos Aires",UNION POR LA PATRIA,0.81,3.23,33.26,26.46,36.24,53,211,2173,1729,2368,77.49,8892,6890,4.62,0.32,0.23,318,22
124,BUENOS AIRES_TIGRE,"Tigre, Buenos Aires",UNION POR LA PATRIA,3.87,3.3,24.16,26.96,41.71,9691,8263,60506,67521,104456,78.09,330757,258276,2.18,0.12,0.73,5639,322
125,BUENOS AIRES_TORDILLO,"Tordillo, Buenos Aires",UNION POR LA PATRIA,0.68,1.69,31.07,27.01,39.55,13,32,590,513,751,84.02,2422,2035,5.75,0.29,0.64,117,6
126,BUENOS AIRES_TORNQUIST,"Tornquist, Buenos Aires",LA LIBERTAD AVANZA,2.23,5.99,27.07,34.91,29.8,246,662,2993,3860,3295,72.27,15825,11437,2.68,0.13,0.52,307,15
127,BUENOS AIRES_TRENQUE LAUQUEN,"Trenque Lauquen, Buenos Aires",JUNTOS POR EL CAMBIO,2.06,6.01,32.03,31.28,28.62,618,1799,9594,9368,8571,75.32,41550,31295,3.39,0.14,0.76,1062,44
128,BUENOS AIRES_TRES ARROYOS,"Tres Arroyos, Buenos Aires",UNION POR LA PATRIA,2.6,6.68,27.64,28.8,34.28,1002,2569,10639,11083,13193,75.38,53473,40306,3.57,0.23,0.72,1437,92
129,BUENOS AIRES_TRES DE FEBRERO,"Tres De Febrero, Buenos Aires",UNION POR LA PATRIA,4.18,3.32,27.79,24.02,40.69,8993,7142,59827,51717,87587,77.91,284416,221589,1.99,0.14,0.72,4413,318
130,BUENOS AIRES_TRES LOMAS,"Tres Lomas, Buenos Aires",UNION POR LA PATRIA,1.44,5.21,29.85,28.48,35.02,72,260,1489,1421,1747,78.36,6844,5363,6.3,0.21,0.47,338,11
131,BUENOS AIRES_VICENTE LOPEZ,"Vicente Lopez, Buenos Aires",JUNTOS POR EL CAMBIO,3.41,3.37,43.3,22.01,27.9,5980,5914,75960,38616,48940,77.74,231106,179656,1.43,0.15,0.78,2574,265
132,BUENOS AIRES_VILLA GESELL,"Villa Gesell, Buenos Aires",UNION POR LA PATRIA,2.56,4.68,26.01,29.94,36.81,573,1049,5829,6709,8250,70.9,32669,23161,2.28,0.13,0.83,529,30
133,BUENOS AIRES_VILLARINO,"Villarino, Buenos Aires",LA LIBERTAD AVANZA,1.6,4.23,26.48,45.34,22.35,283,749,4692,8034,3961,77.62,25039,19435,7.43,0.49,0.91,1444,96
134,BUENOS AIRES_ZARATE,"Zarate, Buenos Aires",UNION POR LA PATRIA,2.77,3.57,24.58,27.41,41.67,2062,2652,18271,20380,30980,76.4,101377,77456,3.32,0.11,0.58,2574,86
135,CATAMARCA_AMBATO,"Ambato, Catamarca",UNION POR LA PATRIA,0.74,4.13,17.8,23.27,54.06,27,150,647,846,1965,75.18,5495,4131,11.45,0.34,0.22,473,14
136,CATAMARCA_ANCASTI,"Ancasti, Catamarca",JUNTOS POR EL CAMBIO,1.3,3.42,42.3,11.66,41.32,28,74,914,252,893,75.27,3207,2414,9.44,0.7,0.33,228,17
137,CATAMARCA_ANDALGALA,"Andalgala, Catamarca",UNION POR LA PATRIA,1.4,3.9,24.46,28.1,42.15,154,430,2700,3102,4652,72.79,16365,11912,6.47,0.19,0.67,771,23
138,CATAMARCA_ANTOFAGASTA DE LA SIERRA,"Antofagasta De La Sierra, Catamarca",UNION POR LA PATRIA,1.69,3.58,25.42,33.52,35.78,18,38,270,356,380,72.78,1800,1310,10.69,6.95,1.3,140,91
139,CATAMARCA_BELEN,"Belen, Catamarca",UNION POR LA PATRIA,0.89,3.61,25.17,27.03,43.3,154,627,4366,4689,7512,78.36,24328,19064,8.25,0.22,0.53,1573,42
140,CATAMARCA_CAPAYAN,"Capayan, Catamarca",UNION POR LA PATRIA,1.34,4.04,11.57,28.56,54.49,131,395,1132,2794,5331,69.05,15207,10501,6.09,0.11,0.64,639,12
141,CATAMARCA_CAPITAL,"Capital, Catamarca",UNION POR LA PATRIA,2.22,8.68,16.01,36.13,36.96,2121,8273,15264,34447,35237,70.23,141661,99487,3.07,0.24,0.85,3056,241
142,CATAMARCA_EL ALTO,"El Alto, Catamarca",UNION POR LA PATRIA,0.91,2.68,17.27,17.71,61.44,29,85,548,562,1950,79.88,4343,3469,7.84,0.43,0.23,272,15
143,CATAMARCA_FRAY MAMERTO ESQUIU,"Fray Mamerto Esquiu, Catamarca",UNION POR LA PATRIA,1.22,6.28,17.39,34.76,40.35,90,465,1288,2575,2989,67.45,12235,8253,9.41,0.25,0.58,777,21
144,CATAMARCA_LA PAZ,"La Paz, Catamarca",UNION POR LA PATRIA,0.86,3.95,12.29,23.85,59.05,123,562,1750,3397,8411,71.27,21018,14980,4.25,0.14,0.53,636,21
145,CATAMARCA_PACLIN,"Paclin, Catamarca",UNION POR LA PATRIA,0.85,2.74,18.67,21.92,55.82,30,97,661,776,1976,81.49,4554,3711,3.91,0.4,0.3,145,15
146,CATAMARCA_POMAN,"Poman, Catamarca",UNION POR LA PATRIA,0.64,3.62,12.63,26.61,56.5,44,249,869,1831,3888,80.46,9726,7826,11.16,0.24,0.68,873,19
147,CATAMARCA_SANTA MARIA,"Santa Maria, Catamarca",UNION POR LA PATRIA,1.24,7.07,15.36,38.07,38.25,187,1065,2313,5734,5761,76.57,21483,16449,7.57,0.09,0.78,1246,15
148,CATAMARCA_SANTA ROSA,"Santa Rosa, Catamarca",UNION POR LA PATRIA,0.77,3.12,12.53,27.59,55.99,64,259,1039,2289,4644,78.74,11324,8916,6.27,0.24,0.46,559,21
149,CATAMARCA_TINOGASTA,"Tinogasta, Catamarca",UNION POR LA PATRIA,0.77,4.34,21.37,29.15,44.37,106,598,2941,4012,6106,74.58,19707,14697,5.57,0.23,0.55,819,34
150,CATAMARCA_VALLE VIEJO,"Valle Viejo, Catamarca",UNION POR LA PATRIA,1.8,7.98,16.26,34.47,39.5,360,1600,3258,6908,7917,74.12,28153,20866,2.86,0.19,0.89,597,40
151,CHACO_12 DE OCTUBRE,"12 De Octubre, Chaco",UNION POR LA PATRIA,0.75,3.64,20.57,25.92,49.12,105,509,2876,3623,6866,68.89,20566,14167,0.9,0.02,0.4,128,3
152,CHACO_1° DE MAYO,"1° De Mayo, Chaco",UNION POR LA PATRIA,0.9,2.96,26.19,27.76,42.19,92,302,2674,2835,4308,79.37,13049,10357,1.02,0.14,0.25,106,14
153,CHACO_2 DE ABRIL,"2 De Abril, Chaco",UNION POR LA PATRIA,0.79,3.27,21.79,32.58,41.57,37,154,1026,1534,1957,73.07,6527,4769,0.88,0.08,0.31,42,4
154,CHACO_25 DE MAYO,"25 De Mayo, Chaco",UNION POR LA PATRIA,0.65,3.09,20.11,22.45,53.71,125,595,3870,4320,10337,72.27,27031,19535,1.04,0.08,0.35,203,16
155,CHACO_9 DE JULIO,"9 De Julio, Chaco",UNION POR LA PATRIA,0.68,3.82,23.96,25.91,45.63,120,672,4216,4560,8031,68.34,26169,17885,1.06,0.04,0.49,190,8
156,CHACO_ALMIRANTE BROWN,"Almirante Brown, Chaco",UNION POR LA PATRIA,0.46,2.65,22.74,21.86,52.29,97,560,4796,4611,11031,65.91,32439,21381,0.87,0.04,0.43,186,8
157,CHACO_BERMEJO,"Bermejo, Chaco",UNION POR LA PATRIA,0.72,2.06,22.03,20.09,55.1,130,375,4003,3651,10013,72.52,25433,18445,1.11,0.08,0.29,205,14
158,CHACO_CHACABUCO,"Chacabuco, Chaco",UNION POR LA PATRIA,0.76,4.99,32.1,27.18,34.97,156,1030,6622,5607,7214,72.35,28932,20932,0.96,0.05,0.44,201,10
159,CHACO_COMANDANTE FERNANDEZ,"Comandante Fernandez, Chaco",UNION POR LA PATRIA,0.75,4.9,26.05,32.22,36.08,468,3044,16180,20013,22407,71.88,88122,63343,1.32,0.04,0.58,838,25
160,CHACO_FRAY JUSTO SANTA MARIA DE ORO,"Fray Justo Santa Maria De Oro, Chaco",UNION POR LA PATRIA,0.56,3.66,28.35,26.94,40.48,38,247,1911,1816,2729,65.74,10358,6809,0.72,0.01,0.26,49,1
161,CHACO_GENERAL BELGRANO,"General Belgrano, Chaco",UNION POR LA PATRIA,0.5,2.48,14.91,21.05,61.07,36,180,1083,1529,4437,66.9,11027,7377,1.29,0.01,0.22,95,1
162,CHACO_GENERAL DONOVAN,"General Donovan, Chaco",UNION POR LA PATRIA,0.76,2.99,22.31,27.56,46.38,78,308,2297,2838,4775,76.53,13667,10459,1.1,0.0,0.46,115,0
163,CHACO_GENERAL GUEMES,"General Guemes, Chaco",UNION POR LA PATRIA,0.4,2.33,19.41,21.17,56.69,187,1075,8967,9779,26190,62.33,75517,47071,1.08,0.28,0.5,507,130
164,CHACO_INDEPENDENCIA,"Independencia, Chaco",UNION POR LA PATRIA,0.44,2.25,15.58,25.94,55.79,57,293,2026,3372,7253,65.01,20453,13297,1.95,0.05,0.23,259,6
165,CHACO_LIBERTAD,"Libertad, Chaco",UNION POR LA PATRIA,0.79,2.56,27.61,28.93,40.11,78,254,2741,2872,3982,78.1,12933,10101,1.38,0.01,0.34,139,1
166,CHACO_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, Chaco",UNION POR LA PATRIA,0.92,2.15,20.91,22.83,53.19,373,867,8441,9213,21467,73.43,55812,40981,0.99,0.06,0.46,406,25
167,CHACO_MAIPU,"Maipu, Chaco",UNION POR LA PATRIA,0.8,2.87,19.91,26.61,49.82,117,420,2915,3897,7295,66.64,22327,14878,1.41,0.04,0.12,210,6
168,CHACO_MAYOR LUIS J. FONTANA,"Mayor Luis J. Fontana, Chaco",UNION POR LA PATRIA,0.97,5.94,21.02,30.33,41.74,361,2213,7833,11299,15552,71.69,52973,37975,1.39,0.08,0.42,528,30
169,CHACO_O'HIGGINS,"O'Higgins, Chaco",UNION POR LA PATRIA,0.51,3.09,14.0,25.27,57.13,67,405,1835,3313,7489,70.13,18982,13312,1.21,0.07,0.25,161,9
170,CHACO_PRESIDENCIA DE LA PLAZA,"Presidencia De La Plaza, Chaco",UNION POR LA PATRIA,0.46,2.9,24.28,23.17,49.18,37,231,1932,1844,3914,71.77,11300,8110,1.27,0.04,0.57,103,3
171,CHACO_QUITILIPI,"Quitilipi, Chaco",UNION POR LA PATRIA,0.34,3.75,25.05,27.43,43.43,68,752,5021,5498,8706,67.94,29999,20381,1.29,0.04,0.31,263,9
172,CHACO_SAN FERNANDO,"San Fernando, Chaco",UNION POR LA PATRIA,0.92,3.94,26.73,31.04,37.37,2508,10778,73064,84828,102150,76.76,363354,278907,0.98,0.3,0.73,2721,828
173,CHACO_SAN LORENZO,"San Lorenzo, Chaco",UNION POR LA PATRIA,0.82,2.57,17.85,20.34,58.42,80,250,1738,1981,5689,71.62,13868,9932,1.59,0.04,0.32,158,4
174,CHACO_SARGENTO CABRAL,"Sargento Cabral, Chaco",UNION POR LA PATRIA,0.52,2.03,26.19,19.43,51.82,62,240,3094,2296,6123,74.87,15976,11962,1.04,0.06,0.13,125,7
175,CHACO_TAPENAGA,"Tapenaga, Chaco",UNION POR LA PATRIA,0.23,2.31,27.5,21.58,48.38,5,50,595,467,1047,67.07,3280,2200,1.0,0.14,0.5,22,3
176,CHUBUT_BIEDMA,"Biedma, Chubut",LA LIBERTAD AVANZA,4.95,7.66,17.43,39.62,30.33,2873,4440,10109,22973,17589,76.63,77871,59674,0.97,0.08,1.77,581,50
177,CHUBUT_CUSHAMEN,"Cushamen, Chubut",UNION POR LA PATRIA,5.23,4.5,18.45,25.26,46.56,929,800,3279,4488,8274,72.98,25257,18433,1.67,0.04,1.88,308,8
178,CHUBUT_ESCALANTE,"Escalante, Chubut",LA LIBERTAD AVANZA,3.84,7.4,20.68,35.46,32.62,4694,9047,25295,43371,39886,74.78,168174,125762,1.15,0.18,1.42,1447,230
179,CHUBUT_FLORENTINO AMEGHINO,"Florentino Ameghino, Chubut",LA LIBERTAD AVANZA,3.2,7.02,14.55,41.9,33.33,31,68,141,406,323,64.93,1520,987,1.22,0.0,0.61,12,0
180,CHUBUT_FUTALEUFU,"Futaleufu, Chubut",UNION POR LA PATRIA,4.85,8.01,23.0,30.88,33.26,1427,2356,6769,9087,9789,72.71,41937,30492,1.92,0.06,1.51,586,18
181,CHUBUT_GAIMAN,"Gaiman, Chubut",LA LIBERTAD AVANZA,3.52,7.05,23.05,39.22,27.15,274,549,1795,3054,2114,75.11,10641,7992,1.23,0.1,1.25,98,8
182,CHUBUT_GASTRE,"Gastre, Chubut",UNION POR LA PATRIA,2.94,6.8,14.34,34.74,41.18,16,37,78,189,224,50.0,1132,566,1.77,0.0,2.12,10,0
183,CHUBUT_LANGUIÑEO,"Languiñeo, Chubut",UNION POR LA PATRIA,3.61,7.1,18.33,29.57,41.4,61,120,310,500,700,64.31,2740,1762,2.67,0.0,1.36,47,0
184,CHUBUT_MARTIRES,"Martires, Chubut",LA LIBERTAD AVANZA,1.89,7.55,20.22,35.85,34.5,7,28,75,133,128,58.11,647,376,0.53,0.0,0.8,2,0
185,CHUBUT_PASO DE INDIOS,"Paso De Indios, Chubut",UNION POR LA PATRIA,1.52,4.86,22.7,30.5,40.43,15,48,224,301,399,61.13,1639,1002,1.0,0.0,0.5,10,0
186,CHUBUT_RAWSON,"Rawson, Chubut",LA LIBERTAD AVANZA,4.91,9.25,21.89,34.39,29.56,4354,8200,19405,30486,26207,75.79,120357,91213,1.17,0.08,1.56,1067,71
187,CHUBUT_RIO SENGUER,"Rio Senguer, Chubut",UNION POR LA PATRIA,2.7,3.87,25.12,30.5,37.81,88,126,818,993,1231,65.65,5261,3454,4.83,0.06,0.84,167,2
188,CHUBUT_SARMIENTO,"Sarmiento, Chubut",LA LIBERTAD AVANZA,2.88,6.63,19.04,40.34,31.12,223,513,1474,3123,2409,72.32,10999,7954,1.22,0.1,1.35,97,8
189,CHUBUT_TEHUELCHES,"Tehuelches, Chubut",UNION POR LA PATRIA,2.81,4.86,23.59,29.95,38.78,92,159,772,980,1269,66.16,5103,3376,1.75,0.03,1.3,59,1
190,CHUBUT_TELSEN,"Telsen, Chubut",UNION POR LA PATRIA,4.96,8.36,22.58,27.81,36.29,38,64,173,213,278,54.95,1423,782,1.41,0.0,0.64,11,0
191,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 1,"Comuna 1, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,3.39,2.75,39.13,21.84,32.89,3981,3230,45975,25657,38645,68.81,176202,121250,2.03,0.29,0.78,2456,357
192,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 10,"Comuna 10, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,4.24,3.74,37.69,20.7,33.63,4719,4164,41986,23062,37457,77.8,147067,114417,1.67,0.11,0.86,1915,126
193,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 11,"Comuna 11, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,3.84,3.48,41.57,19.63,31.48,5061,4588,54758,25858,41468,78.95,171256,135206,1.62,0.08,0.87,2191,109
194,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 12,"Comuna 12, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,3.58,3.38,43.68,18.47,30.89,5307,5013,64831,27422,45856,79.69,190819,152072,1.49,0.11,0.8,2263,169
195,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 13,"Comuna 13, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,2.42,2.69,54.34,17.2,23.35,3887,4321,87321,27643,37526,75.88,216549,164311,1.45,0.12,0.63,2390,189
196,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 14,"Comuna 14, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,2.42,2.42,54.12,17.33,23.71,3613,3621,80939,25920,35459,73.72,207012,152605,1.24,0.18,0.58,1894,270
197,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 15,"Comuna 15, Ciudad Autonoma De Buenos Aires",UNION POR LA PATRIA,3.92,3.29,37.42,17.44,37.93,4760,3996,45464,21184,46077,76.32,163575,124840,1.72,0.09,0.88,2148,116
198,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 2,"Comuna 2, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,1.95,2.29,58.02,18.19,19.56,1912,2250,57022,17875,19225,72.75,137779,100235,1.24,0.13,0.58,1244,126
199,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 3,"Comuna 3, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,4.17,3.07,35.66,21.51,35.59,4571,3362,39075,23562,38993,72.53,155066,112465,1.6,0.06,0.92,1798,66
200,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 4,"Comuna 4, Ciudad Autonoma De Buenos Aires",UNION POR LA PATRIA,4.29,3.23,30.68,22.33,39.47,5586,4211,39963,29077,51401,74.5,180576,134521,2.02,0.14,1.03,2712,187
201,CIUDAD AUTONOMA DE BUENOS AIRES_COMUNA 5,"Comuna 5, Ciudad Autonoma De Buenos Aires",JUNTOS POR EL CAMBIO,4.19,3.2,37.67,17.93,37.01,4814,3675,43259,20595,42504,76.7,153414,117662,1.58,0.07,0.74,1860,88
