,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
421,SALTA_RIVADAVIA,"Rivadavia, Salta",UNION POR LA PATRIA,0.54,1.21,3.98,18.81,75.47,86,193,634,3000,12036,54.42,29942,16294,0.67,0.94,0.51,109,153
422,SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",UNION POR LA PATRIA,0.99,7.68,13.65,32.43,45.25,177,1374,2440,5798,8092,68.89,26550,18290,1.3,0.21,0.73,237,38
423,SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",LA LIBERTAD AVANZA,1.67,6.64,15.01,44.13,32.55,501,1986,4494,13208,9742,78.75,38991,30706,1.36,0.2,0.97,417,60
424,SALTA_SAN CARLOS,"San Carlos, Salta",UNION POR LA PATRIA,1.48,4.26,8.9,32.57,52.79,64,185,386,1413,2290,67.07,6592,4421,1.18,0.07,0.63,52,3
425,SALTA_SANTA VICTORIA,"Santa Victoria, Salta",LA LIBERTAD AVANZA,0.89,2.66,6.36,49.19,40.9,11,33,79,611,508,15.47,8231,1273,0.55,0.08,1.81,7,1
426,SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",UNION POR LA PATRIA,1.97,4.84,15.4,31.62,46.17,208,511,1626,3339,4876,72.61,14919,10832,1.84,0.06,0.61,199,7
427,SAN JUAN_9 DE JULIO,"9 De Julio, San Juan",LA LIBERTAD AVANZA,2.31,4.79,16.72,38.74,37.43,162,336,1172,2715,2623,75.84,9468,7181,1.59,0.17,0.65,114,12
428,SAN JUAN_ALBARDON,"Albardon, San Juan",LA LIBERTAD AVANZA,2.32,5.36,16.56,39.78,35.98,379,875,2701,6489,5869,74.75,22491,16812,1.92,0.14,0.91,323,23
429,SAN JUAN_ANGACO,"Angaco, San Juan",LA LIBERTAD AVANZA,2.38,5.47,19.6,37.29,35.26,139,319,1143,2175,2057,71.57,8336,5966,1.24,0.02,0.97,74,1
430,SAN JUAN_CALINGASTA,"Calingasta, San Juan",LA LIBERTAD AVANZA,2.16,5.16,22.88,38.73,31.07,121,289,1281,2169,1740,67.65,8642,5846,2.93,0.0,1.28,171,0
431,SAN JUAN_CAPITAL,"Capital, San Juan",JUNTOS POR EL CAMBIO,1.95,6.28,36.37,32.36,23.04,1337,4310,24955,22204,15810,74.53,93773,69892,0.95,0.05,0.82,664,38
432,SAN JUAN_CAUCETE,"Caucete, San Juan",UNION POR LA PATRIA,2.17,5.51,17.49,31.12,43.72,515,1307,4149,7383,10373,75.87,31818,24140,1.02,0.04,0.65,247,9
433,SAN JUAN_CHIMBAS,"Chimbas, San Juan",UNION POR LA PATRIA,2.58,6.35,16.42,36.79,37.85,1352,3319,8590,19246,19800,73.34,73432,53854,1.6,0.1,1.18,861,53
434,SAN JUAN_IGLESIA,"Iglesia, San Juan",LA LIBERTAD AVANZA,2.05,5.46,24.86,36.71,30.92,111,296,1347,1989,1675,69.79,8007,5588,2.09,0.05,0.89,117,3
435,SAN JUAN_JACHAL,"Jachal, San Juan",UNION POR LA PATRIA,2.18,5.81,18.37,24.11,49.53,336,894,2826,3709,7620,78.8,20009,15767,1.43,0.06,0.94,225,9
436,SAN JUAN_POCITO,"Pocito, San Juan",LA LIBERTAD AVANZA,2.45,6.14,15.47,40.76,35.17,884,2214,5575,14692,12678,74.73,49540,37020,1.69,0.05,0.9,627,17
437,SAN JUAN_RAWSON,"Rawson, San Juan",LA LIBERTAD AVANZA,2.55,7.51,19.45,37.69,32.8,1847,5434,14085,27288,23744,73.99,100356,74254,1.26,0.17,1.07,939,125
438,SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",LA LIBERTAD AVANZA,2.19,6.43,29.07,33.61,28.7,1246,3659,16550,19130,16337,77.68,75056,58304,1.38,0.09,0.91,804,50
439,SAN JUAN_SAN MARTIN,"San Martin, San Juan",UNION POR LA PATRIA,2.14,7.1,13.89,34.99,41.88,179,594,1163,2929,3506,82.97,10459,8678,2.54,0.08,0.92,220,7
440,SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",LA LIBERTAD AVANZA,2.15,5.79,31.81,34.6,25.65,725,1947,10703,11641,8632,76.77,44965,34518,1.4,0.03,1.08,484,12
441,SAN JUAN_SARMIENTO,"Sarmiento, San Juan",LA LIBERTAD AVANZA,1.66,4.35,23.28,36.23,34.48,245,643,3439,5353,5095,77.06,19695,15176,1.62,0.03,0.99,246,5
442,SAN JUAN_ULLUM,"Ullum, San Juan",UNION POR LA PATRIA,2.61,0.0,11.27,26.35,59.76,90,0,388,907,2057,73.4,4779,3508,1.57,0.09,0.23,55,3
443,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",UNION POR LA PATRIA,1.77,7.03,22.36,32.15,36.69,80,318,1012,1455,1660,67.21,6871,4618,1.36,0.0,0.65,63,0
444,SAN JUAN_ZONDA,"Zonda, San Juan",UNION POR LA PATRIA,2.28,5.36,13.66,33.34,45.35,69,162,413,1008,1371,64.27,4797,3083,1.33,0.06,0.55,41,2
445,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",UNION POR LA PATRIA,1.45,5.27,17.61,37.76,37.91,200,727,2427,5205,5226,75.1,18984,14257,2.25,0.02,1.04,321,3
446,SAN LUIS_BELGRANO,"Belgrano, San Luis",UNION POR LA PATRIA,1.96,4.23,23.11,33.67,37.03,56,121,661,963,1059,61.96,4735,2934,1.94,0.07,0.51,57,2
447,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",LA LIBERTAD AVANZA,1.57,7.09,18.84,41.96,30.54,246,1113,2957,6584,4792,77.14,20925,16142,1.81,0.02,0.96,292,3
448,SAN LUIS_CORONEL PRINGLES,"Coronel Pringles, San Luis",LA LIBERTAD AVANZA,1.4,4.18,20.47,41.25,32.7,135,404,1976,3982,3157,76.32,13069,9974,2.05,0.06,1.1,204,6
449,SAN LUIS_GENERAL PEDERNERA,"General Pedernera, San Luis",LA LIBERTAD AVANZA,1.96,6.47,21.86,45.79,23.92,1763,5807,19622,41110,21472,79.35,116346,92319,1.69,0.05,1.02,1557,48
450,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",LA LIBERTAD AVANZA,1.08,2.95,19.33,42.75,33.88,90,247,1617,3576,2834,76.19,11278,8593,2.2,0.03,0.43,189,3
451,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Juan Martin De Pueyrredon, San Luis",LA LIBERTAD AVANZA,2.58,5.91,20.94,44.2,26.36,3896,8903,31565,66623,39736,78.62,197579,155345,1.77,0.17,1.03,2757,262
452,SAN LUIS_JUNIN,"Junin, San Luis",LA LIBERTAD AVANZA,2.21,10.43,21.74,37.46,28.16,541,2553,5322,9171,6895,75.02,33680,25268,1.58,0.04,1.5,398,9
453,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, San Luis",UNION POR LA PATRIA,1.09,4.17,19.89,30.47,44.37,37,142,677,1037,1510,79.33,4441,3523,2.61,0.09,0.71,92,3
454,SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",LA LIBERTAD AVANZA,2.2,5.86,13.65,39.77,38.52,176,468,1090,3177,3077,75.6,11598,8768,7.48,0.15,1.27,656,13
455,SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",UNION POR LA PATRIA,2.94,8.55,13.69,37.35,37.48,1857,5410,8655,23619,23700,69.84,100131,69929,7.63,0.18,1.76,5333,124
456,SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",UNION POR LA PATRIA,2.61,5.35,19.97,34.75,37.32,1833,3754,13997,24359,26160,70.22,106299,74647,4.34,0.1,1.66,3236,71
457,SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",UNION POR LA PATRIA,4.3,5.34,13.84,33.19,43.33,616,766,1985,4759,6212,68.93,22121,15248,3.63,0.31,2.03,553,47
458,SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",UNION POR LA PATRIA,2.6,4.19,12.64,38.19,42.38,176,283,854,2581,2864,71.38,10477,7479,7.97,0.24,1.43,596,18
459,SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",LA LIBERTAD AVANZA,2.83,7.32,17.54,44.07,28.24,184,476,1141,2867,1837,68.26,10403,7101,7.28,0.15,0.96,517,11
460,SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",UNION POR LA PATRIA,3.73,5.42,13.35,34.8,42.69,106,154,379,988,1212,74.79,4371,3269,11.53,0.43,1.19,377,14
461,SANTA FE_9 DE JULIO,"9 De Julio, Santa Fe",LA LIBERTAD AVANZA,0.96,6.29,22.44,40.9,29.4,172,1130,4029,7342,5278,67.95,26821,18226,0.78,0.08,0.65,142,14
462,SANTA FE_BELGRANO,"Belgrano, Santa Fe",LA LIBERTAD AVANZA,1.12,13.78,27.86,36.9,20.33,333,4093,8272,10957,6038,76.85,39428,30302,1.17,0.01,0.83,354,2
463,SANTA FE_CASEROS,"Caseros, Santa Fe",LA LIBERTAD AVANZA,1.67,13.25,29.62,33.89,21.58,899,7131,15939,18238,11612,76.0,72338,54979,1.07,0.04,1.0,587,21
464,SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",LA LIBERTAD AVANZA,1.21,14.78,29.57,35.36,19.08,1350,16537,33085,39564,21353,75.51,150951,113988,0.82,0.05,0.97,933,60
465,SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",UNION POR LA PATRIA,2.12,11.01,24.6,30.63,31.65,1229,6378,14256,17747,18339,77.09,76806,59210,1.01,0.05,1.07,599,27
466,SANTA FE_GARAY,"Garay, Santa Fe",LA LIBERTAD AVANZA,0.99,5.35,25.29,36.1,32.26,133,716,3381,4827,4314,68.51,19909,13639,0.87,0.07,1.03,118,9
467,SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",LA LIBERTAD AVANZA,1.51,10.83,29.94,36.14,21.58,1856,13354,36915,44550,26609,75.25,166983,125654,0.95,0.01,0.93,1193,12
468,SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",LA LIBERTAD AVANZA,1.06,7.21,24.83,34.42,32.48,1185,8056,27734,38440,36272,73.72,154178,113662,0.76,0.05,0.94,859,52
469,SANTA FE_IRIONDO,"Iriondo, Santa Fe",LA LIBERTAD AVANZA,1.66,12.75,25.82,35.16,24.61,744,5710,11564,15749,11021,76.39,59844,45716,1.11,0.0,0.92,507,0
470,SANTA FE_LA CAPITAL,"La Capital, Santa Fe",LA LIBERTAD AVANZA,1.84,8.15,27.81,31.56,30.63,5661,25068,85542,97083,94217,68.67,457995,314516,0.83,0.08,1.3,2615,255
471,SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",LA LIBERTAD AVANZA,1.14,10.16,29.81,41.75,17.15,766,6852,20094,28144,11560,75.56,91062,68809,0.95,0.07,1.0,655,48
472,SANTA FE_ROSARIO,"Rosario, Santa Fe",UNION POR LA PATRIA,2.56,7.16,26.82,28.9,34.56,19504,54449,203995,219820,262897,73.77,1056533,779396,0.92,0.06,1.42,7157,502
473,SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",LA LIBERTAD AVANZA,1.02,12.83,25.91,35.07,25.18,416,5221,10545,14275,10249,68.35,60559,41392,0.79,0.08,0.79,325,35
474,SANTA FE_SAN JAVIER,"San Javier, Santa Fe",UNION POR LA PATRIA,0.9,7.61,24.38,30.91,36.21,166,1410,4519,5728,6710,67.91,27930,18966,1.05,0.01,1.22,200,1
475,SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",LA LIBERTAD AVANZA,1.37,10.55,26.71,34.1,27.27,688,5278,13367,17065,13648,72.8,70210,51110,1.1,0.03,0.96,562,13
476,SANTA FE_SAN JUSTO,"San Justo, Santa Fe",LA LIBERTAD AVANZA,0.93,10.13,27.75,37.37,23.82,246,2680,7342,9888,6304,72.31,37293,26968,0.75,0.01,1.12,202,3
477,SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",LA LIBERTAD AVANZA,2.1,9.37,22.06,36.75,29.72,2489,11091,26104,43498,35170,77.0,157360,121169,0.94,0.17,1.21,1145,202
478,SANTA FE_SAN MARTIN,"San Martin, Santa Fe",LA LIBERTAD AVANZA,1.04,14.67,27.5,37.92,18.87,425,5984,11214,15461,7693,75.44,55164,41618,0.79,0.0,1.23,327,1
479,SANTA FE_VERA,"Vera, Santa Fe",UNION POR LA PATRIA,0.95,6.77,22.21,30.91,39.16,291,2067,6780,9437,11957,67.12,46430,31166,1.0,0.04,0.99,311,14
480,SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",UNION POR LA PATRIA,0.61,2.07,18.51,21.64,57.18,32,109,977,1142,3018,72.13,7468,5387,1.34,0.11,0.58,72,6
481,SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",UNION POR LA PATRIA,0.45,0.86,4.71,19.36,74.63,44,84,459,1888,7279,68.25,14465,9872,0.85,0.1,0.24,84,10
482,SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",UNION POR LA PATRIA,0.56,1.29,2.89,15.98,79.29,46,105,236,1305,6477,76.91,10763,8278,0.74,0.23,0.35,61,19
483,SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",UNION POR LA PATRIA,0.88,1.32,4.84,17.32,75.64,133,199,730,2612,11407,77.28,19748,15261,0.77,0.14,0.27,117,22
484,SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",UNION POR LA PATRIA,1.37,2.16,7.75,24.28,64.43,1385,2189,7840,24562,65175,77.64,133636,103755,1.56,0.18,0.77,1617,186
485,SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",UNION POR LA PATRIA,1.02,2.48,12.83,40.21,43.47,64,156,808,2532,2737,78.34,8177,6406,1.06,0.11,0.53,68,7
486,SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",UNION POR LA PATRIA,1.91,2.54,11.37,26.5,57.68,3786,5020,22506,52471,114186,78.95,257320,203155,1.57,0.16,0.82,3192,324
487,SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",UNION POR LA PATRIA,1.34,3.6,6.79,17.63,70.63,331,887,1674,4345,17402,77.95,32224,25117,1.1,0.12,0.68,277,30
488,SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",UNION POR LA PATRIA,0.82,1.59,4.75,20.01,72.84,157,304,910,3837,13970,73.95,26264,19423,0.91,0.11,0.24,177,21
489,SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",UNION POR LA PATRIA,0.53,1.02,2.56,8.11,87.77,59,113,284,900,9736,72.75,15389,11196,0.46,0.11,0.36,52,12
490,SANTIAGO DEL ESTERO_GENERAL TABOADA,"General Taboada, Santiago Del Estero",UNION POR LA PATRIA,0.82,2.13,6.68,22.26,68.11,230,594,1866,6213,19011,77.0,36912,28423,1.17,0.13,0.49,332,37
491,SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",UNION POR LA PATRIA,0.9,1.29,4.99,14.5,78.32,51,73,283,822,4441,74.46,7698,5732,0.73,0.1,0.24,42,6
492,SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",UNION POR LA PATRIA,0.47,0.87,3.13,14.48,81.05,42,77,278,1287,7203,73.17,12302,9001,0.7,0.26,0.31,63,23
493,SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",UNION POR LA PATRIA,0.71,1.41,5.81,18.69,73.38,77,154,633,2035,7992,75.86,14559,11045,0.96,0.09,0.34,106,10
494,SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",UNION POR LA PATRIA,0.87,2.5,6.71,23.69,66.24,125,360,968,3416,9553,76.37,19250,14702,1.21,0.16,0.53,178,24
495,SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",UNION POR LA PATRIA,0.46,2.75,18.47,21.07,57.25,3,18,121,138,375,63.37,1062,673,1.49,0.74,0.45,10,5
496,SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",UNION POR LA PATRIA,0.52,1.57,6.07,25.74,66.1,117,353,1361,5774,14830,76.55,29750,22774,0.94,0.18,0.36,214,42
497,SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",UNION POR LA PATRIA,0.7,4.87,8.34,24.6,61.48,68,470,805,2373,5931,74.44,13289,9892,1.62,0.25,0.61,160,25
498,SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",UNION POR LA PATRIA,0.38,0.92,4.3,16.35,78.05,54,131,611,2322,11086,75.92,18943,14382,0.89,0.16,0.19,128,23
499,SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",UNION POR LA PATRIA,1.08,5.37,10.17,30.44,52.94,64,319,604,1807,3143,69.52,8691,6042,0.81,0.3,0.63,49,18
500,SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",UNION POR LA PATRIA,1.35,1.61,5.55,20.43,71.06,530,633,2183,8044,27974,77.73,51750,40225,1.17,0.12,0.85,472,49
501,SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",UNION POR LA PATRIA,0.73,4.37,22.17,30.12,42.61,22,132,669,909,1286,80.19,3797,3045,0.3,0.23,0.36,9,7
502,SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",UNION POR LA PATRIA,0.74,1.78,6.69,23.81,66.98,236,569,2138,7612,21413,78.25,41561,32521,1.12,0.12,0.46,365,40
503,SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",UNION POR LA PATRIA,0.45,1.29,3.91,19.14,75.21,31,88,267,1307,5135,70.7,9797,6926,0.84,0.2,0.38,58,14
504,SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",UNION POR LA PATRIA,0.6,1.02,2.74,11.09,84.56,35,60,161,652,4973,74.22,8040,5967,0.74,0.18,0.52,44,11
505,SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",UNION POR LA PATRIA,0.49,0.81,4.64,12.13,81.92,12,20,114,298,2012,74.75,3347,2502,1.24,0.44,0.16,31,11
506,SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",UNION POR LA PATRIA,0.81,1.4,4.38,11.81,81.59,51,88,275,741,5118,80.56,7926,6385,1.21,0.11,0.44,77,7
507,TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",LA LIBERTAD AVANZA,2.01,3.02,22.11,68.84,4.02,4,6,44,137,8,70.53,285,201,0.5,0.0,0.5,1,0
508,TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",UNION POR LA PATRIA,3.97,8.18,13.36,32.09,42.4,2219,4576,7473,17943,23712,75.5,76463,57732,1.31,0.12,1.7,759,71
509,TIERRA DEL FUEGO_TOLHUIN,"Tolhuin, Tierra Del Fuego",LA LIBERTAD AVANZA,2.14,5.78,10.54,45.73,35.82,88,238,434,1883,1475,73.51,5780,4249,1.08,0.31,1.69,46,13
510,TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",LA LIBERTAD AVANZA,3.88,10.67,17.27,34.72,33.46,1780,4894,7924,15928,15353,72.54,65440,47470,1.65,0.16,1.55,782,75
511,TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",UNION POR LA PATRIA,0.74,1.89,6.56,26.69,64.12,222,563,1956,7960,19127,79.03,38421,30364,1.36,0.03,0.38,412,9
512,TUCUMAN_CAPITAL,"Capital, Tucuman",LA LIBERTAD AVANZA,1.92,4.96,19.99,37.86,35.26,6799,17570,70807,134068,124880,79.87,460293,367623,2.59,0.08,1.01,9506,296
513,TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",UNION POR LA PATRIA,1.04,3.95,15.7,33.3,46.0,590,2241,8898,18871,26068,82.37,70534,58101,1.77,0.01,0.69,1029,3
514,TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",UNION POR LA PATRIA,1.54,2.95,8.02,34.45,53.04,2197,4207,11459,49213,75761,84.38,174044,146863,1.94,0.07,0.73,2852,105
515,TUCUMAN_FAMAILLA,"Famailla, Tucuman",UNION POR LA PATRIA,0.97,3.29,8.09,36.37,51.28,257,872,2143,9638,13591,82.96,32781,27195,1.81,0.02,0.72,492,5
516,TUCUMAN_GRANEROS,"Graneros, Tucuman",UNION POR LA PATRIA,0.61,2.04,6.54,20.99,69.83,61,205,658,2113,7029,81.47,12607,10271,1.66,0.02,0.31,171,2
517,TUCUMAN_JUAN BAUTISTA ALBERDI,"Juan Bautista Alberdi, Tucuman",UNION POR LA PATRIA,0.8,3.22,12.89,32.07,51.02,173,694,2778,6909,10992,80.86,27193,21988,1.52,0.02,0.47,335,4
518,TUCUMAN_LA COCHA,"La Cocha, Tucuman",UNION POR LA PATRIA,0.59,2.33,8.76,31.05,57.27,82,324,1218,4317,7961,83.28,17054,14203,1.5,0.01,0.61,213,1
519,TUCUMAN_LEALES,"Leales, Tucuman",UNION POR LA PATRIA,0.66,2.38,12.63,26.93,57.41,275,992,5262,11221,23924,83.13,51229,42585,1.48,0.04,0.62,631,18
520,TUCUMAN_LULES,"Lules, Tucuman",UNION POR LA PATRIA,1.06,4.11,12.55,39.03,43.25,495,1918,5859,18228,20199,83.26,57830,48151,2.05,0.12,0.84,987,59
521,TUCUMAN_MONTEROS,"Monteros, Tucuman",UNION POR LA PATRIA,0.94,3.56,8.98,28.86,57.66,449,1705,4300,13817,27605,83.92,58197,48841,1.52,0.03,0.43,741,16
522,TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",UNION POR LA PATRIA,0.88,3.11,8.29,26.28,61.44,373,1313,3504,11107,25969,84.23,51352,43254,1.85,0.03,0.4,802,13
523,TUCUMAN_SIMOCA,"Simoca, Tucuman",UNION POR LA PATRIA,0.56,2.33,8.53,24.96,63.62,134,561,2053,6006,15310,83.38,29332,24458,1.29,0.0,0.32,315,1
524,TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",UNION POR LA PATRIA,1.53,3.53,8.66,31.02,55.25,194,448,1098,3932,7003,79.98,16366,13089,1.96,0.21,0.99,257,28
525,TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",LA LIBERTAD AVANZA,1.78,4.96,12.1,41.11,40.05,1784,4961,12111,41138,40079,81.97,126027,103310,1.99,0.13,1.01,2054,135
526,TUCUMAN_TRANCAS,"Trancas, Tucuman",UNION POR LA PATRIA,0.79,3.39,9.25,37.28,49.28,106,453,1236,4982,6585,80.94,17019,13776,2.05,0.14,0.81,283,19
527,TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",LA LIBERTAD AVANZA,1.52,4.83,28.08,35.48,30.09,961,3059,17790,22472,19062,82.48,79214,65333,2.04,0.17,0.83,1336,109
